ARO Accession	ARO Name	CARD Short Name	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism	Matched_CARD_Tokens	Matched_Better_Classes	UniProt	UniParc	PDB	PDB_Links
ARO:3006714	PDC-344	PDC-344	WP_148044436.1	NG_065896.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYS7			
ARO:3006715	PDC-345	PDC-345	WP_148044437.1	NG_065897.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYS6			
ARO:3005286	PDC-346	PDC-346	WP_148044438.1	NG_065898.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYT7			
ARO:3006716	PDC-347	PDC-347	WP_148044439.1	NG_065899.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYV5			
ARO:3006717	PDC-348	PDC-348	WP_148044440.1	NG_065900.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYW1			
ARO:3006718	PDC-349	PDC-349	WP_148044441.1	NG_065901.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYT1			
ARO:3006719	PDC-35	PDC-35	WP_003093423.1	NG_049907.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	Q3LG62			
ARO:3006720	PDC-350	PDC-350	WP_148044442.1	NG_065902.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYS3			
ARO:3006721	PDC-351	PDC-351	WP_148044443.1	NG_065903.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYT3			
ARO:3005290	PDC-352	PDC-352	WP_148044444.1	NG_065904.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYW2			
ARO:3006722	PDC-353	PDC-353	WP_128550481.1	NG_065905.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYT2			
ARO:3006723	PDC-354	PDC-354	WP_148044445.1	NG_065906.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYS9			
ARO:3006724	PDC-355	PDC-355	WP_148044446.1	NG_065907.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYT4			
ARO:3006725	PDC-356	PDC-356	WP_148044447.1	NG_065908.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYV9			
ARO:3006726	PDC-357	PDC-357	WP_148044448.1	NG_065909.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYW6			
ARO:3006727	PDC-358	PDC-358	WP_148044449.1	NG_065910.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYU1			
ARO:3006728	PDC-359	PDC-359	WP_148044450.1	NG_065911.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYU3			
ARO:3006729	PDC-36	PDC-36	WP_023100808.1	NG_049908.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A098URI9			
ARO:3006730	PDC-360	PDC-360	WP_148044451.1	NG_065912.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYW8			
ARO:3006731	PDC-361	PDC-361	WP_031638595.1	NG_065913.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYU0			
ARO:3006732	PDC-362	PDC-362	WP_148044452.1	NG_065914.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYT9			
ARO:3006733	PDC-363	PDC-363	WP_148044453.1	NG_065915.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYU2			
ARO:3006734	PDC-364	PDC-364	WP_121347819.1	NG_065916.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYV4			
ARO:3006735	PDC-365	PDC-365	WP_148044454.1	NG_065917.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYX0			
ARO:3006736	PDC-366	PDC-366	WP_148044455.1	NG_065918.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYX6			
ARO:3006737	PDC-367	PDC-367	WP_121286063.1	NG_065919.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYU9			
ARO:3006738	PDC-368	PDC-368	WP_148044456.1	NG_065920.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYU5			
ARO:3006739	PDC-369	PDC-369	WP_148044457.1	NG_065921.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYV0			
ARO:3006740	PDC-37	PDC-37	WP_023092413.1	NG_049909.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A0A0Q9I9			
ARO:3006741	PDC-370	PDC-370	WP_148044458.1	NG_065922.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYX2			
ARO:3006742	PDC-371	PDC-371	WP_126118969.1	NG_065923.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYU6			
ARO:3006743	PDC-372	PDC-372	WP_148044459.1	NG_065924.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYU8			
ARO:3006744	PDC-373	PDC-373	WP_148044460.1	NG_065925.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A516EYV8			
ARO:3006745	PDC-374	PDC-374	WP_003454242.1	NG_065926.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6N0V9V1;N4VW49	UPI0002CA644F		
ARO:3006746	PDC-375	PDC-375	WP_148044461.1	NG_065927.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A5B8KFG7			
ARO:3005302	PDC-376	PDC-376	WP_148044462.1	NG_065928.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A5B8KSP5			
ARO:3006747	PDC-377	PDC-377	WP_148044463.1	NG_065929.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A5B8KSB6			
ARO:3006748	PDC-378	PDC-378	WP_148044464.1	NG_065930.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A5B8KR41			
ARO:3006749	PDC-379	PDC-379	WP_148044465.1	NG_065931.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A5B8KHZ9			
ARO:3006750	PDC-38	PDC-38	WP_022580963.1	NG_049910.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A0A0Q8J6			
ARO:3005293	PDC-380	PDC-380	WP_148044466.1	NG_065932.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A5B8KSV7			
ARO:3006751	PDC-381	PDC-381	WP_148044467.1	NG_065933.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A5B8KS29			
ARO:3006752	PDC-382	PDC-382	WP_148044468.1	NG_065934.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A5B8KFB8			
ARO:3006753	PDC-383	PDC-383	WP_148044469.1	NG_065935.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A5B8WGG4			
ARO:3005283	PDC-384	PDC-384	WP_150823491.1	NG_066540.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A5C0PDG8			
ARO:3006754	PDC-385	PDC-385	WP_150823492.1	NG_066541.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A5C1K481			
ARO:3006755	PDC-386	PDC-386	WP_150823493.1	NG_066542.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A5P1R7E9			
ARO:3006756	PDC-387	PDC-387	WP_152315506.1	NG_066756.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A5P2YC92			
ARO:3006757	PDC-388	PDC-388	WP_152315507.1	NG_066757.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A5P4YPE6			
ARO:3006758	PDC-389	PDC-389	WP_164461293.1	NG_068029.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6B9S2J4			
ARO:3006759	PDC-39	PDC-39	WP_023091031.1	NG_049911.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	Q8RMP1			
ARO:3006760	PDC-390	PDC-390	WP_164461294.1	NG_068030.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6B9S4B0			
ARO:3006761	PDC-391	PDC-391	WP_164461295.1	NG_068031.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6B9S120			
ARO:3006762	PDC-392	PDC-392	WP_164461296.1	NG_068032.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6B9S2P0			
ARO:3005308	PDC-393	PDC-393	WP_164461297.1	NG_068033.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6B9USE5			
ARO:3006763	PDC-394	PDC-394	WP_164461298.1	NG_068034.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6C0GX16			
ARO:3006764	PDC-395	PDC-395	WP_164461299.1	NG_068035.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6C0GYJ4			
ARO:3006765	PDC-396	PDC-396	WP_164461300.1	NG_068036.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6C0GWY2			
ARO:3006766	PDC-397	PDC-397	WP_164461301.1	NG_068037.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6C0VU22			
ARO:3006767	PDC-398	PDC-398	WP_168247885.1	NG_068186.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FF23			
ARO:3006768	PDC-399	PDC-399	WP_168247886.1	NG_068187.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FEJ9			
ARO:3002501	PDC-4	PDC-4	ACQ82809.1	FJ666067.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	C4NY28			
ARO:3006769	PDC-40	PDC-40	WP_063864581.1	NG_049913.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A0A0Q8P2			
ARO:3006770	PDC-400	PDC-400	WP_168247887.1	NG_068188.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FE74			
ARO:3006771	PDC-401	PDC-401	WP_168247888.1	NG_068189.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FDT7			
ARO:3006772	PDC-402	PDC-402	WP_134265631.1	NG_068190.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FEC8			
ARO:3006773	PDC-403	PDC-403	WP_168247889.1	NG_068191.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FE63			
ARO:3006774	PDC-404	PDC-404	WP_168247890.1	NG_068192.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FEK2			
ARO:3006775	PDC-405	PDC-405	WP_168247891.1	NG_068193.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FE08			
ARO:3006776	PDC-406	PDC-406	WP_168247892.1	NG_068194.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FE37			
ARO:3006777	PDC-407	PDC-407	WP_124187209.1	NG_068195.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FF29			
ARO:3006778	PDC-408	PDC-408	WP_134450540.1	NG_068196.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FEK8			
ARO:3006779	PDC-409	PDC-409	WP_168247893.1	NG_068197.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FE84			
ARO:3005157	PDC-41	PDC-41	AIG19978.1	KJ949056.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A0A0Q7X6			
ARO:3006780	PDC-410	PDC-410	WP_168247894.1	NG_068198.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FEA7			
ARO:3006781	PDC-411	PDC-411	WP_168247895.1	NG_068199.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FDU7			
ARO:3006782	PDC-412	PDC-412	WP_168247896.1	NG_068200.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FED8			
ARO:3005282	PDC-413	PDC-413	WP_168247897.1	NG_068201.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	carbapenem;cephalosporin;monobactam	Carbapenems;Fifth-generation-cephalosporins;Monobactam/beta-lactamase-inhibitor;Monobactams;Other-cephalosporins;Third-generation-cephalosporins	A0A6G8FE72			
